Experiment Index,Algorithm,Data Type,Size,Structure,Trial,Time,Source
35,BubbleSortUntilNoChange,double,10000,worstCase,88,406.37,Mac
35,BubbleSortUntilNoChange,double,10000,worstCase,89,406.44,Mac
35,BubbleSortUntilNoChange,double,10000,worstCase,90,405.94,Mac
35,BubbleSortUntilNoChange,double,10000,worstCase,91,406.09,Mac
35,BubbleSortUntilNoChange,double,10000,worstCase,92,406.99,Mac
35,BubbleSortUntilNoChange,double,10000,worstCase,93,406.39,Mac
35,BubbleSortUntilNoChange,double,10000,worstCase,94,429.17,Mac
35,BubbleSortUntilNoChange,double,10000,worstCase,95,406.01,Mac
35,BubbleSortUntilNoChange,double,10000,worstCase,96,406.2,Mac
35,BubbleSortUntilNoChange,double,10000,worstCase,97,406.46,Mac
35,BubbleSortUntilNoChange,double,10000,worstCase,98,406.01,Mac
35,BubbleSortUntilNoChange,double,10000,worstCase,99,406.58,Mac
35,BubbleSortUntilNoChange,double,10000,worstCase,100,406.66,Mac
36,BubbleSortUntilNoChange,double,10000,averageCase,1,455.51,Mac
36,BubbleSortUntilNoChange,double,10000,averageCase,2,456.19,Mac
36,BubbleSortUntilNoChange,double,10000,averageCase,3,455.94,Mac
36,BubbleSortUntilNoChange,double,10000,averageCase,4,457.18,Mac
36,BubbleSortUntilNoChange,double,10000,averageCase,5,453.13,Mac
36,BubbleSortUntilNoChange,double,10000,averageCase,6,473.75,Mac
36,BubbleSortUntilNoChange,double,10000,averageCase,7,457.61,Mac
36,BubbleSortUntilNoChange,double,10000,averageCase,8,459.61,Mac
36,BubbleSortUntilNoChange,double,10000,averageCase,9,452.53,Mac
36,BubbleSortUntilNoChange,double,10000,averageCase,10,454.82,Mac
36,BubbleSortUntilNoChange,double,10000,averageCase,11,461.1,Mac
36,BubbleSortUntilNoChange,double,10000,averageCase,12,452.97,Mac
36,BubbleSortUntilNoChange,double,10000,averageCase,13,459.21,Mac
36,BubbleSortUntilNoChange,double,10000,averageCase,14,455.67,Mac
36,BubbleSortUntilNoChange,double,10000,averageCase,15,459.01,Mac
36,BubbleSortUntilNoChange,double,10000,averageCase,16,455.86,Mac
36,BubbleSortUntilNoChange,double,10000,averageCase,17,459.46,Mac
36,BubbleSortUntilNoChange,double,10000,averageCase,18,453.07,Mac
36,BubbleSortUntilNoChange,double,10000,averageCase,19,454.93,Mac
36,BubbleSortUntilNoChange,double,10000,averageCase,20,453.94,Mac
36,BubbleSortUntilNoChange,double,10000,averageCase,21,479.34,Mac
36,BubbleSortUntilNoChange,double,10000,averageCase,22,449.46,Mac
36,BubbleSortUntilNoChange,double,10000,averageCase,23,462.54,Mac
36,BubbleSortUntilNoChange,double,10000,averageCase,24,454.87,Mac
36,BubbleSortUntilNoChange,double,10000,averageCase,25,455.02,Mac
36,BubbleSortUntilNoChange,double,10000,averageCase,26,448.17,Mac
36,BubbleSortUntilNoChange,double,10000,averageCase,27,456.29,Mac
36,BubbleSortUntilNoChange,double,10000,averageCase,28,465.05,Mac
36,BubbleSortUntilNoChange,double,10000,averageCase,29,456.09,Mac
36,BubbleSortUntilNoChange,double,10000,averageCase,30,457.68,Mac
36,BubbleSortUntilNoChange,double,10000,averageCase,31,457.26,Mac
36,BubbleSortUntilNoChange,double,10000,averageCase,32,456.0,Mac
36,BubbleSortUntilNoChange,double,10000,averageCase,33,456.85,Mac
36,BubbleSortUntilNoChange,double,10000,averageCase,34,448.32,Mac
36,BubbleSortUntilNoChange,double,10000,averageCase,35,454.92,Mac
36,BubbleSortUntilNoChange,double,10000,averageCase,36,481.8,Mac
36,BubbleSortUntilNoChange,double,10000,averageCase,37,451.67,Mac
36,BubbleSortUntilNoChange,double,10000,averageCase,38,452.53,Mac
36,BubbleSortUntilNoChange,double,10000,averageCase,39,452.17,Mac
36,BubbleSortUntilNoChange,double,10000,averageCase,40,460.15,Mac
36,BubbleSortUntilNoChange,double,10000,averageCase,41,454.6,Mac
36,BubbleSortUntilNoChange,double,10000,averageCase,42,456.5,Mac
36,BubbleSortUntilNoChange,double,10000,averageCase,43,471.51,Mac
36,BubbleSortUntilNoChange,double,10000,averageCase,44,457.29,Mac
36,BubbleSortUntilNoChange,double,10000,averageCase,45,458.76,Mac
36,BubbleSortUntilNoChange,double,10000,averageCase,46,455.15,Mac
36,BubbleSortUntilNoChange,double,10000,averageCase,47,450.36,Mac
36,BubbleSortUntilNoChange,double,10000,averageCase,48,454.6,Mac
36,BubbleSortUntilNoChange,double,10000,averageCase,49,452.75,Mac
36,BubbleSortUntilNoChange,double,10000,averageCase,50,456.22,Mac
36,BubbleSortUntilNoChange,double,10000,averageCase,51,467.6,Mac
36,BubbleSortUntilNoChange,double,10000,averageCase,52,448.46,Mac
36,BubbleSortUntilNoChange,double,10000,averageCase,53,456.15,Mac
36,BubbleSortUntilNoChange,double,10000,averageCase,54,456.33,Mac
36,BubbleSortUntilNoChange,double,10000,averageCase,55,454.66,Mac
36,BubbleSortUntilNoChange,double,10000,averageCase,56,451.25,Mac
36,BubbleSortUntilNoChange,double,10000,averageCase,57,454.69,Mac
36,BubbleSortUntilNoChange,double,10000,averageCase,58,474.92,Mac
36,BubbleSortUntilNoChange,double,10000,averageCase,59,457.85,Mac
36,BubbleSortUntilNoChange,double,10000,averageCase,60,452.03,Mac
36,BubbleSortUntilNoChange,double,10000,averageCase,61,451.25,Mac
36,BubbleSortUntilNoChange,double,10000,averageCase,62,456.52,Mac
36,BubbleSortUntilNoChange,double,10000,averageCase,63,458.03,Mac
36,BubbleSortUntilNoChange,double,10000,averageCase,64,457.5,Mac
36,BubbleSortUntilNoChange,double,10000,averageCase,65,459.96,Mac
36,BubbleSortUntilNoChange,double,10000,averageCase,66,460.86,Mac
36,BubbleSortUntilNoChange,double,10000,averageCase,67,455.51,Mac
36,BubbleSortUntilNoChange,double,10000,averageCase,68,454.09,Mac
36,BubbleSortUntilNoChange,double,10000,averageCase,69,454.36,Mac
36,BubbleSortUntilNoChange,double,10000,averageCase,70,458.33,Mac
36,BubbleSortUntilNoChange,double,10000,averageCase,71,454.91,Mac
36,BubbleSortUntilNoChange,double,10000,averageCase,72,459.21,Mac
36,BubbleSortUntilNoChange,double,10000,averageCase,73,477.74,Mac
36,BubbleSortUntilNoChange,double,10000,averageCase,74,451.17,Mac
36,BubbleSortUntilNoChange,double,10000,averageCase,75,451.19,Mac
36,BubbleSortUntilNoChange,double,10000,averageCase,76,456.68,Mac
36,BubbleSortUntilNoChange,double,10000,averageCase,77,457.02,Mac
36,BubbleSortUntilNoChange,double,10000,averageCase,78,460.2,Mac
36,BubbleSortUntilNoChange,double,10000,averageCase,79,450.21,Mac
36,BubbleSortUntilNoChange,double,10000,averageCase,80,453.84,Mac
36,BubbleSortUntilNoChange,double,10000,averageCase,81,452.22,Mac
36,BubbleSortUntilNoChange,double,10000,averageCase,82,453.56,Mac
36,BubbleSortUntilNoChange,double,10000,averageCase,83,452.39,Mac
36,BubbleSortUntilNoChange,double,10000,averageCase,84,457.0,Mac
36,BubbleSortUntilNoChange,double,10000,averageCase,85,458.77,Mac
36,BubbleSortUntilNoChange,double,10000,averageCase,86,453.85,Mac
36,BubbleSortUntilNoChange,double,10000,averageCase,87,452.84,Mac
36,BubbleSortUntilNoChange,double,10000,averageCase,88,479.27,Mac
36,BubbleSortUntilNoChange,double,10000,averageCase,89,455.68,Mac
36,BubbleSortUntilNoChange,double,10000,averageCase,90,452.85,Mac
36,BubbleSortUntilNoChange,double,10000,averageCase,91,452.18,Mac
36,BubbleSortUntilNoChange,double,10000,averageCase,92,462.16,Mac
36,BubbleSortUntilNoChange,double,10000,averageCase,93,456.35,Mac
36,BubbleSortUntilNoChange,double,10000,averageCase,94,455.99,Mac
36,BubbleSortUntilNoChange,double,10000,averageCase,95,452.98,Mac
36,BubbleSortUntilNoChange,double,10000,averageCase,96,455.95,Mac
36,BubbleSortUntilNoChange,double,10000,averageCase,97,448.33,Mac
36,BubbleSortUntilNoChange,double,10000,averageCase,98,459.13,Mac
36,BubbleSortUntilNoChange,double,10000,averageCase,99,457.06,Mac
36,BubbleSortUntilNoChange,double,10000,averageCase,100,456.77,Mac
37,BubbleSortUntilNoChange,char,100,bestCase,1,0.04,Mac
37,BubbleSortUntilNoChange,char,100,bestCase,2,0.04,Mac
37,BubbleSortUntilNoChange,char,100,bestCase,3,0.04,Mac
37,BubbleSortUntilNoChange,char,100,bestCase,4,0.04,Mac
37,BubbleSortUntilNoChange,char,100,bestCase,5,0.04,Mac
37,BubbleSortUntilNoChange,char,100,bestCase,6,0.03,Mac
37,BubbleSortUntilNoChange,char,100,bestCase,7,0.03,Mac
37,BubbleSortUntilNoChange,char,100,bestCase,8,0.03,Mac
37,BubbleSortUntilNoChange,char,100,bestCase,9,0.03,Mac
37,BubbleSortUntilNoChange,char,100,bestCase,10,0.03,Mac
37,BubbleSortUntilNoChange,char,100,bestCase,11,0.04,Mac
37,BubbleSortUntilNoChange,char,100,bestCase,12,0.03,Mac
37,BubbleSortUntilNoChange,char,100,bestCase,13,0.03,Mac
37,BubbleSortUntilNoChange,char,100,bestCase,14,0.03,Mac
37,BubbleSortUntilNoChange,char,100,bestCase,15,0.03,Mac
37,BubbleSortUntilNoChange,char,100,bestCase,16,0.03,Mac
37,BubbleSortUntilNoChange,char,100,bestCase,17,0.03,Mac
37,BubbleSortUntilNoChange,char,100,bestCase,18,0.03,Mac
37,BubbleSortUntilNoChange,char,100,bestCase,19,0.03,Mac
37,BubbleSortUntilNoChange,char,100,bestCase,20,0.03,Mac
37,BubbleSortUntilNoChange,char,100,bestCase,21,0.03,Mac
37,BubbleSortUntilNoChange,char,100,bestCase,22,0.03,Mac
37,BubbleSortUntilNoChange,char,100,bestCase,23,0.03,Mac
37,BubbleSortUntilNoChange,char,100,bestCase,24,0.03,Mac
37,BubbleSortUntilNoChange,char,100,bestCase,25,0.03,Mac
37,BubbleSortUntilNoChange,char,100,bestCase,26,0.03,Mac
37,BubbleSortUntilNoChange,char,100,bestCase,27,0.03,Mac
37,BubbleSortUntilNoChange,char,100,bestCase,28,0.03,Mac
37,BubbleSortUntilNoChange,char,100,bestCase,29,0.03,Mac
37,BubbleSortUntilNoChange,char,100,bestCase,30,0.03,Mac
37,BubbleSortUntilNoChange,char,100,bestCase,31,0.03,Mac
37,BubbleSortUntilNoChange,char,100,bestCase,32,0.03,Mac
37,BubbleSortUntilNoChange,char,100,bestCase,33,0.03,Mac
37,BubbleSortUntilNoChange,char,100,bestCase,34,0.03,Mac
37,BubbleSortUntilNoChange,char,100,bestCase,35,0.03,Mac
37,BubbleSortUntilNoChange,char,100,bestCase,36,0.03,Mac
37,BubbleSortUntilNoChange,char,100,bestCase,37,0.03,Mac
37,BubbleSortUntilNoChange,char,100,bestCase,38,0.03,Mac
37,BubbleSortUntilNoChange,char,100,bestCase,39,0.03,Mac
37,BubbleSortUntilNoChange,char,100,bestCase,40,0.03,Mac
37,BubbleSortUntilNoChange,char,100,bestCase,41,0.03,Mac
37,BubbleSortUntilNoChange,char,100,bestCase,42,0.03,Mac
37,BubbleSortUntilNoChange,char,100,bestCase,43,0.03,Mac
37,BubbleSortUntilNoChange,char,100,bestCase,44,0.03,Mac
37,BubbleSortUntilNoChange,char,100,bestCase,45,0.03,Mac
37,BubbleSortUntilNoChange,char,100,bestCase,46,0.03,Mac
37,BubbleSortUntilNoChange,char,100,bestCase,47,0.03,Mac
37,BubbleSortUntilNoChange,char,100,bestCase,48,0.03,Mac
37,BubbleSortUntilNoChange,char,100,bestCase,49,0.03,Mac
37,BubbleSortUntilNoChange,char,100,bestCase,50,0.03,Mac
37,BubbleSortUntilNoChange,char,100,bestCase,51,0.03,Mac
37,BubbleSortUntilNoChange,char,100,bestCase,52,0.03,Mac
37,BubbleSortUntilNoChange,char,100,bestCase,53,0.03,Mac
37,BubbleSortUntilNoChange,char,100,bestCase,54,0.03,Mac
37,BubbleSortUntilNoChange,char,100,bestCase,55,0.03,Mac
37,BubbleSortUntilNoChange,char,100,bestCase,56,0.03,Mac
37,BubbleSortUntilNoChange,char,100,bestCase,57,0.03,Mac
37,BubbleSortUntilNoChange,char,100,bestCase,58,0.03,Mac
37,BubbleSortUntilNoChange,char,100,bestCase,59,0.03,Mac
37,BubbleSortUntilNoChange,char,100,bestCase,60,0.03,Mac
37,BubbleSortUntilNoChange,char,100,bestCase,61,0.03,Mac
37,BubbleSortUntilNoChange,char,100,bestCase,62,0.03,Mac
37,BubbleSortUntilNoChange,char,100,bestCase,63,0.03,Mac
37,BubbleSortUntilNoChange,char,100,bestCase,64,0.03,Mac
37,BubbleSortUntilNoChange,char,100,bestCase,65,0.03,Mac
37,BubbleSortUntilNoChange,char,100,bestCase,66,0.03,Mac
37,BubbleSortUntilNoChange,char,100,bestCase,67,0.03,Mac
37,BubbleSortUntilNoChange,char,100,bestCase,68,0.03,Mac
37,BubbleSortUntilNoChange,char,100,bestCase,69,0.03,Mac
37,BubbleSortUntilNoChange,char,100,bestCase,70,0.03,Mac
37,BubbleSortUntilNoChange,char,100,bestCase,71,0.03,Mac
37,BubbleSortUntilNoChange,char,100,bestCase,72,0.03,Mac
37,BubbleSortUntilNoChange,char,100,bestCase,73,0.03,Mac
37,BubbleSortUntilNoChange,char,100,bestCase,74,0.03,Mac
37,BubbleSortUntilNoChange,char,100,bestCase,75,0.03,Mac
37,BubbleSortUntilNoChange,char,100,bestCase,76,0.03,Mac
37,BubbleSortUntilNoChange,char,100,bestCase,77,0.03,Mac
37,BubbleSortUntilNoChange,char,100,bestCase,78,0.03,Mac
37,BubbleSortUntilNoChange,char,100,bestCase,79,0.03,Mac
37,BubbleSortUntilNoChange,char,100,bestCase,80,0.03,Mac
37,BubbleSortUntilNoChange,char,100,bestCase,81,0.03,Mac
37,BubbleSortUntilNoChange,char,100,bestCase,82,0.03,Mac
37,BubbleSortUntilNoChange,char,100,bestCase,83,0.03,Mac
37,BubbleSortUntilNoChange,char,100,bestCase,84,0.03,Mac
37,BubbleSortUntilNoChange,char,100,bestCase,85,0.03,Mac
37,BubbleSortUntilNoChange,char,100,bestCase,86,0.03,Mac
37,BubbleSortUntilNoChange,char,100,bestCase,87,0.04,Mac
37,BubbleSortUntilNoChange,char,100,bestCase,88,0.03,Mac
37,BubbleSortUntilNoChange,char,100,bestCase,89,0.03,Mac
37,BubbleSortUntilNoChange,char,100,bestCase,90,0.03,Mac
37,BubbleSortUntilNoChange,char,100,bestCase,91,0.03,Mac
37,BubbleSortUntilNoChange,char,100,bestCase,92,0.03,Mac
37,BubbleSortUntilNoChange,char,100,bestCase,93,0.03,Mac
37,BubbleSortUntilNoChange,char,100,bestCase,94,0.03,Mac
37,BubbleSortUntilNoChange,char,100,bestCase,95,0.03,Mac
37,BubbleSortUntilNoChange,char,100,bestCase,96,0.03,Mac
37,BubbleSortUntilNoChange,char,100,bestCase,97,0.03,Mac
37,BubbleSortUntilNoChange,char,100,bestCase,98,0.03,Mac
37,BubbleSortUntilNoChange,char,100,bestCase,99,0.03,Mac
37,BubbleSortUntilNoChange,char,100,bestCase,100,0.03,Mac
38,BubbleSortUntilNoChange,char,100,worstCase,1,0.04,Mac
38,BubbleSortUntilNoChange,char,100,worstCase,2,0.04,Mac
38,BubbleSortUntilNoChange,char,100,worstCase,3,0.04,Mac
38,BubbleSortUntilNoChange,char,100,worstCase,4,0.05,Mac
38,BubbleSortUntilNoChange,char,100,worstCase,5,0.04,Mac
38,BubbleSortUntilNoChange,char,100,worstCase,6,0.04,Mac
38,BubbleSortUntilNoChange,char,100,worstCase,7,0.04,Mac
38,BubbleSortUntilNoChange,char,100,worstCase,8,0.04,Mac
38,BubbleSortUntilNoChange,char,100,worstCase,9,0.04,Mac
38,BubbleSortUntilNoChange,char,100,worstCase,10,0.04,Mac
38,BubbleSortUntilNoChange,char,100,worstCase,11,0.04,Mac
38,BubbleSortUntilNoChange,char,100,worstCase,12,0.04,Mac
38,BubbleSortUntilNoChange,char,100,worstCase,13,0.04,Mac
38,BubbleSortUntilNoChange,char,100,worstCase,14,0.04,Mac
38,BubbleSortUntilNoChange,char,100,worstCase,15,0.04,Mac
38,BubbleSortUntilNoChange,char,100,worstCase,16,0.04,Mac
38,BubbleSortUntilNoChange,char,100,worstCase,17,0.04,Mac
38,BubbleSortUntilNoChange,char,100,worstCase,18,0.04,Mac
38,BubbleSortUntilNoChange,char,100,worstCase,19,0.04,Mac
38,BubbleSortUntilNoChange,char,100,worstCase,20,0.04,Mac
38,BubbleSortUntilNoChange,char,100,worstCase,21,0.04,Mac
38,BubbleSortUntilNoChange,char,100,worstCase,22,0.04,Mac
38,BubbleSortUntilNoChange,char,100,worstCase,23,0.04,Mac
38,BubbleSortUntilNoChange,char,100,worstCase,24,0.04,Mac
38,BubbleSortUntilNoChange,char,100,worstCase,25,0.04,Mac
38,BubbleSortUntilNoChange,char,100,worstCase,26,0.04,Mac
38,BubbleSortUntilNoChange,char,100,worstCase,27,0.04,Mac
38,BubbleSortUntilNoChange,char,100,worstCase,28,0.04,Mac
38,BubbleSortUntilNoChange,char,100,worstCase,29,0.04,Mac
38,BubbleSortUntilNoChange,char,100,worstCase,30,0.04,Mac
38,BubbleSortUntilNoChange,char,100,worstCase,31,0.04,Mac
38,BubbleSortUntilNoChange,char,100,worstCase,32,0.04,Mac
38,BubbleSortUntilNoChange,char,100,worstCase,33,0.04,Mac
38,BubbleSortUntilNoChange,char,100,worstCase,34,0.05,Mac
38,BubbleSortUntilNoChange,char,100,worstCase,35,0.04,Mac
38,BubbleSortUntilNoChange,char,100,worstCase,36,0.04,Mac
38,BubbleSortUntilNoChange,char,100,worstCase,37,0.04,Mac
38,BubbleSortUntilNoChange,char,100,worstCase,38,0.04,Mac
38,BubbleSortUntilNoChange,char,100,worstCase,39,0.04,Mac
38,BubbleSortUntilNoChange,char,100,worstCase,40,0.04,Mac
38,BubbleSortUntilNoChange,char,100,worstCase,41,0.04,Mac
38,BubbleSortUntilNoChange,char,100,worstCase,42,0.04,Mac
38,BubbleSortUntilNoChange,char,100,worstCase,43,0.04,Mac
38,BubbleSortUntilNoChange,char,100,worstCase,44,0.04,Mac
38,BubbleSortUntilNoChange,char,100,worstCase,45,0.04,Mac
38,BubbleSortUntilNoChange,char,100,worstCase,46,0.04,Mac
38,BubbleSortUntilNoChange,char,100,worstCase,47,0.04,Mac
38,BubbleSortUntilNoChange,char,100,worstCase,48,0.04,Mac
38,BubbleSortUntilNoChange,char,100,worstCase,49,0.04,Mac
38,BubbleSortUntilNoChange,char,100,worstCase,50,0.04,Mac
38,BubbleSortUntilNoChange,char,100,worstCase,51,0.04,Mac
38,BubbleSortUntilNoChange,char,100,worstCase,52,0.04,Mac
38,BubbleSortUntilNoChange,char,100,worstCase,53,0.04,Mac
38,BubbleSortUntilNoChange,char,100,worstCase,54,0.04,Mac
38,BubbleSortUntilNoChange,char,100,worstCase,55,0.04,Mac
38,BubbleSortUntilNoChange,char,100,worstCase,56,0.04,Mac
38,BubbleSortUntilNoChange,char,100,worstCase,57,0.04,Mac
38,BubbleSortUntilNoChange,char,100,worstCase,58,0.04,Mac
38,BubbleSortUntilNoChange,char,100,worstCase,59,0.04,Mac
38,BubbleSortUntilNoChange,char,100,worstCase,60,0.04,Mac
38,BubbleSortUntilNoChange,char,100,worstCase,61,0.04,Mac
38,BubbleSortUntilNoChange,char,100,worstCase,62,0.04,Mac
38,BubbleSortUntilNoChange,char,100,worstCase,63,0.05,Mac
38,BubbleSortUntilNoChange,char,100,worstCase,64,0.04,Mac
38,BubbleSortUntilNoChange,char,100,worstCase,65,0.04,Mac
38,BubbleSortUntilNoChange,char,100,worstCase,66,0.04,Mac
38,BubbleSortUntilNoChange,char,100,worstCase,67,0.04,Mac
38,BubbleSortUntilNoChange,char,100,worstCase,68,0.04,Mac
38,BubbleSortUntilNoChange,char,100,worstCase,69,0.04,Mac
38,BubbleSortUntilNoChange,char,100,worstCase,70,0.04,Mac
38,BubbleSortUntilNoChange,char,100,worstCase,71,0.04,Mac
38,BubbleSortUntilNoChange,char,100,worstCase,72,0.04,Mac
38,BubbleSortUntilNoChange,char,100,worstCase,73,0.04,Mac
38,BubbleSortUntilNoChange,char,100,worstCase,74,0.04,Mac
38,BubbleSortUntilNoChange,char,100,worstCase,75,0.04,Mac
38,BubbleSortUntilNoChange,char,100,worstCase,76,0.04,Mac
38,BubbleSortUntilNoChange,char,100,worstCase,77,0.04,Mac
38,BubbleSortUntilNoChange,char,100,worstCase,78,0.04,Mac
38,BubbleSortUntilNoChange,char,100,worstCase,79,0.04,Mac
38,BubbleSortUntilNoChange,char,100,worstCase,80,0.04,Mac
38,BubbleSortUntilNoChange,char,100,worstCase,81,0.04,Mac
38,BubbleSortUntilNoChange,char,100,worstCase,82,0.04,Mac
38,BubbleSortUntilNoChange,char,100,worstCase,83,0.04,Mac
38,BubbleSortUntilNoChange,char,100,worstCase,84,0.04,Mac
38,BubbleSortUntilNoChange,char,100,worstCase,85,0.04,Mac
38,BubbleSortUntilNoChange,char,100,worstCase,86,0.04,Mac
38,BubbleSortUntilNoChange,char,100,worstCase,87,0.04,Mac
38,BubbleSortUntilNoChange,char,100,worstCase,88,0.04,Mac
38,BubbleSortUntilNoChange,char,100,worstCase,89,0.04,Mac
38,BubbleSortUntilNoChange,char,100,worstCase,90,0.04,Mac
38,BubbleSortUntilNoChange,char,100,worstCase,91,0.04,Mac
38,BubbleSortUntilNoChange,char,100,worstCase,92,0.05,Mac
38,BubbleSortUntilNoChange,char,100,worstCase,93,0.05,Mac
38,BubbleSortUntilNoChange,char,100,worstCase,94,0.04,Mac
38,BubbleSortUntilNoChange,char,100,worstCase,95,0.04,Mac
38,BubbleSortUntilNoChange,char,100,worstCase,96,0.04,Mac
38,BubbleSortUntilNoChange,char,100,worstCase,97,0.04,Mac
38,BubbleSortUntilNoChange,char,100,worstCase,98,0.04,Mac
38,BubbleSortUntilNoChange,char,100,worstCase,99,0.04,Mac
38,BubbleSortUntilNoChange,char,100,worstCase,100,0.04,Mac
39,BubbleSortUntilNoChange,char,100,averageCase,1,0.04,Mac
39,BubbleSortUntilNoChange,char,100,averageCase,2,0.04,Mac
39,BubbleSortUntilNoChange,char,100,averageCase,3,0.04,Mac
39,BubbleSortUntilNoChange,char,100,averageCase,4,0.04,Mac
39,BubbleSortUntilNoChange,char,100,averageCase,5,0.04,Mac
39,BubbleSortUntilNoChange,char,100,averageCase,6,0.04,Mac
39,BubbleSortUntilNoChange,char,100,averageCase,7,0.04,Mac
39,BubbleSortUntilNoChange,char,100,averageCase,8,0.05,Mac
39,BubbleSortUntilNoChange,char,100,averageCase,9,0.04,Mac
39,BubbleSortUntilNoChange,char,100,averageCase,10,0.04,Mac
39,BubbleSortUntilNoChange,char,100,averageCase,11,0.04,Mac
39,BubbleSortUntilNoChange,char,100,averageCase,12,0.04,Mac
39,BubbleSortUntilNoChange,char,100,averageCase,13,0.04,Mac
39,BubbleSortUntilNoChange,char,100,averageCase,14,0.04,Mac
39,BubbleSortUntilNoChange,char,100,averageCase,15,0.04,Mac
39,BubbleSortUntilNoChange,char,100,averageCase,16,0.04,Mac
39,BubbleSortUntilNoChange,char,100,averageCase,17,0.04,Mac
39,BubbleSortUntilNoChange,char,100,averageCase,18,0.04,Mac
39,BubbleSortUntilNoChange,char,100,averageCase,19,0.04,Mac
39,BubbleSortUntilNoChange,char,100,averageCase,20,0.04,Mac
39,BubbleSortUntilNoChange,char,100,averageCase,21,0.04,Mac
39,BubbleSortUntilNoChange,char,100,averageCase,22,0.04,Mac
39,BubbleSortUntilNoChange,char,100,averageCase,23,0.04,Mac
39,BubbleSortUntilNoChange,char,100,averageCase,24,0.04,Mac
39,BubbleSortUntilNoChange,char,100,averageCase,25,0.04,Mac
39,BubbleSortUntilNoChange,char,100,averageCase,26,0.04,Mac
39,BubbleSortUntilNoChange,char,100,averageCase,27,0.04,Mac
39,BubbleSortUntilNoChange,char,100,averageCase,28,0.04,Mac
39,BubbleSortUntilNoChange,char,100,averageCase,29,0.04,Mac
39,BubbleSortUntilNoChange,char,100,averageCase,30,0.04,Mac
39,BubbleSortUntilNoChange,char,100,averageCase,31,0.04,Mac
39,BubbleSortUntilNoChange,char,100,averageCase,32,0.03,Mac
39,BubbleSortUntilNoChange,char,100,averageCase,33,0.04,Mac
39,BubbleSortUntilNoChange,char,100,averageCase,34,0.04,Mac
39,BubbleSortUntilNoChange,char,100,averageCase,35,0.04,Mac
39,BubbleSortUntilNoChange,char,100,averageCase,36,0.04,Mac
39,BubbleSortUntilNoChange,char,100,averageCase,37,0.04,Mac
39,BubbleSortUntilNoChange,char,100,averageCase,38,0.04,Mac
39,BubbleSortUntilNoChange,char,100,averageCase,39,0.04,Mac
39,BubbleSortUntilNoChange,char,100,averageCase,40,0.04,Mac
39,BubbleSortUntilNoChange,char,100,averageCase,41,0.04,Mac
39,BubbleSortUntilNoChange,char,100,averageCase,42,0.04,Mac
39,BubbleSortUntilNoChange,char,100,averageCase,43,0.04,Mac
39,BubbleSortUntilNoChange,char,100,averageCase,44,0.04,Mac
39,BubbleSortUntilNoChange,char,100,averageCase,45,0.04,Mac
39,BubbleSortUntilNoChange,char,100,averageCase,46,0.04,Mac
39,BubbleSortUntilNoChange,char,100,averageCase,47,0.04,Mac
39,BubbleSortUntilNoChange,char,100,averageCase,48,0.04,Mac
39,BubbleSortUntilNoChange,char,100,averageCase,49,0.04,Mac
39,BubbleSortUntilNoChange,char,100,averageCase,50,0.04,Mac
39,BubbleSortUntilNoChange,char,100,averageCase,51,0.04,Mac
39,BubbleSortUntilNoChange,char,100,averageCase,52,0.04,Mac
39,BubbleSortUntilNoChange,char,100,averageCase,53,0.04,Mac
39,BubbleSortUntilNoChange,char,100,averageCase,54,0.04,Mac
39,BubbleSortUntilNoChange,char,100,averageCase,55,0.04,Mac
39,BubbleSortUntilNoChange,char,100,averageCase,56,0.04,Mac
39,BubbleSortUntilNoChange,char,100,averageCase,57,0.04,Mac
39,BubbleSortUntilNoChange,char,100,averageCase,58,0.04,Mac
39,BubbleSortUntilNoChange,char,100,averageCase,59,0.04,Mac
39,BubbleSortUntilNoChange,char,100,averageCase,60,0.04,Mac
39,BubbleSortUntilNoChange,char,100,averageCase,61,0.03,Mac
39,BubbleSortUntilNoChange,char,100,averageCase,62,0.04,Mac
39,BubbleSortUntilNoChange,char,100,averageCase,63,0.04,Mac
39,BubbleSortUntilNoChange,char,100,averageCase,64,0.03,Mac
39,BubbleSortUntilNoChange,char,100,averageCase,65,0.04,Mac
39,BubbleSortUntilNoChange,char,100,averageCase,66,0.04,Mac
39,BubbleSortUntilNoChange,char,100,averageCase,67,0.04,Mac
39,BubbleSortUntilNoChange,char,100,averageCase,68,0.04,Mac
39,BubbleSortUntilNoChange,char,100,averageCase,69,0.05,Mac
39,BubbleSortUntilNoChange,char,100,averageCase,70,0.04,Mac
39,BubbleSortUntilNoChange,char,100,averageCase,71,0.04,Mac
39,BubbleSortUntilNoChange,char,100,averageCase,72,0.04,Mac
39,BubbleSortUntilNoChange,char,100,averageCase,73,0.04,Mac
39,BubbleSortUntilNoChange,char,100,averageCase,74,0.04,Mac
39,BubbleSortUntilNoChange,char,100,averageCase,75,0.04,Mac
39,BubbleSortUntilNoChange,char,100,averageCase,76,0.04,Mac
39,BubbleSortUntilNoChange,char,100,averageCase,77,0.04,Mac
39,BubbleSortUntilNoChange,char,100,averageCase,78,0.04,Mac
39,BubbleSortUntilNoChange,char,100,averageCase,79,0.04,Mac
39,BubbleSortUntilNoChange,char,100,averageCase,80,0.03,Mac
39,BubbleSortUntilNoChange,char,100,averageCase,81,0.04,Mac
39,BubbleSortUntilNoChange,char,100,averageCase,82,0.04,Mac
