Experiment Index,Algorithm,Data Type,Size,Structure,Trial,Time,Source
160,QuickSortGPT,string,10000,bestCase,49,10.86,Mac
160,QuickSortGPT,string,10000,bestCase,50,10.85,Mac
160,QuickSortGPT,string,10000,bestCase,51,10.86,Mac
160,QuickSortGPT,string,10000,bestCase,52,10.85,Mac
160,QuickSortGPT,string,10000,bestCase,53,10.83,Mac
160,QuickSortGPT,string,10000,bestCase,54,10.84,Mac
160,QuickSortGPT,string,10000,bestCase,55,10.86,Mac
160,QuickSortGPT,string,10000,bestCase,56,10.86,Mac
160,QuickSortGPT,string,10000,bestCase,57,10.83,Mac
160,QuickSortGPT,string,10000,bestCase,58,10.83,Mac
160,QuickSortGPT,string,10000,bestCase,59,10.85,Mac
160,QuickSortGPT,string,10000,bestCase,60,10.86,Mac
160,QuickSortGPT,string,10000,bestCase,61,10.85,Mac
160,QuickSortGPT,string,10000,bestCase,62,11.5,Mac
160,QuickSortGPT,string,10000,bestCase,63,10.97,Mac
160,QuickSortGPT,string,10000,bestCase,64,10.89,Mac
160,QuickSortGPT,string,10000,bestCase,65,10.9,Mac
160,QuickSortGPT,string,10000,bestCase,66,10.89,Mac
160,QuickSortGPT,string,10000,bestCase,67,10.91,Mac
160,QuickSortGPT,string,10000,bestCase,68,10.88,Mac
160,QuickSortGPT,string,10000,bestCase,69,10.91,Mac
160,QuickSortGPT,string,10000,bestCase,70,10.89,Mac
160,QuickSortGPT,string,10000,bestCase,71,10.93,Mac
160,QuickSortGPT,string,10000,bestCase,72,10.92,Mac
160,QuickSortGPT,string,10000,bestCase,73,10.9,Mac
160,QuickSortGPT,string,10000,bestCase,74,10.89,Mac
160,QuickSortGPT,string,10000,bestCase,75,10.89,Mac
160,QuickSortGPT,string,10000,bestCase,76,10.89,Mac
160,QuickSortGPT,string,10000,bestCase,77,10.9,Mac
160,QuickSortGPT,string,10000,bestCase,78,10.89,Mac
160,QuickSortGPT,string,10000,bestCase,79,10.92,Mac
160,QuickSortGPT,string,10000,bestCase,80,10.88,Mac
160,QuickSortGPT,string,10000,bestCase,81,10.89,Mac
160,QuickSortGPT,string,10000,bestCase,82,10.91,Mac
160,QuickSortGPT,string,10000,bestCase,83,10.88,Mac
160,QuickSortGPT,string,10000,bestCase,84,10.88,Mac
160,QuickSortGPT,string,10000,bestCase,85,10.9,Mac
160,QuickSortGPT,string,10000,bestCase,86,10.84,Mac
160,QuickSortGPT,string,10000,bestCase,87,10.85,Mac
160,QuickSortGPT,string,10000,bestCase,88,10.84,Mac
160,QuickSortGPT,string,10000,bestCase,89,10.83,Mac
160,QuickSortGPT,string,10000,bestCase,90,10.84,Mac
160,QuickSortGPT,string,10000,bestCase,91,10.88,Mac
160,QuickSortGPT,string,10000,bestCase,92,10.84,Mac
160,QuickSortGPT,string,10000,bestCase,93,10.89,Mac
160,QuickSortGPT,string,10000,bestCase,94,10.83,Mac
160,QuickSortGPT,string,10000,bestCase,95,10.84,Mac
160,QuickSortGPT,string,10000,bestCase,96,10.99,Mac
160,QuickSortGPT,string,10000,bestCase,97,10.89,Mac
160,QuickSortGPT,string,10000,bestCase,98,10.89,Mac
160,QuickSortGPT,string,10000,bestCase,99,10.89,Mac
160,QuickSortGPT,string,10000,bestCase,100,10.9,Mac
161,QuickSortGPT,string,10000,worstCase,1,11.65,Mac
161,QuickSortGPT,string,10000,worstCase,2,10.85,Mac
161,QuickSortGPT,string,10000,worstCase,3,10.84,Mac
161,QuickSortGPT,string,10000,worstCase,4,10.84,Mac
161,QuickSortGPT,string,10000,worstCase,5,11.4,Mac
161,QuickSortGPT,string,10000,worstCase,6,10.87,Mac
161,QuickSortGPT,string,10000,worstCase,7,10.87,Mac
161,QuickSortGPT,string,10000,worstCase,8,10.87,Mac
161,QuickSortGPT,string,10000,worstCase,9,11.41,Mac
161,QuickSortGPT,string,10000,worstCase,10,10.95,Mac
161,QuickSortGPT,string,10000,worstCase,11,11.13,Mac
161,QuickSortGPT,string,10000,worstCase,12,11.32,Mac
161,QuickSortGPT,string,10000,worstCase,13,11.27,Mac
161,QuickSortGPT,string,10000,worstCase,14,11.09,Mac
161,QuickSortGPT,string,10000,worstCase,15,11.04,Mac
161,QuickSortGPT,string,10000,worstCase,16,11.05,Mac
161,QuickSortGPT,string,10000,worstCase,17,11.03,Mac
161,QuickSortGPT,string,10000,worstCase,18,11.03,Mac
161,QuickSortGPT,string,10000,worstCase,19,10.92,Mac
161,QuickSortGPT,string,10000,worstCase,20,10.97,Mac
161,QuickSortGPT,string,10000,worstCase,21,10.9,Mac
161,QuickSortGPT,string,10000,worstCase,22,10.94,Mac
161,QuickSortGPT,string,10000,worstCase,23,10.89,Mac
161,QuickSortGPT,string,10000,worstCase,24,10.89,Mac
161,QuickSortGPT,string,10000,worstCase,25,10.91,Mac
161,QuickSortGPT,string,10000,worstCase,26,10.93,Mac
161,QuickSortGPT,string,10000,worstCase,27,10.89,Mac
161,QuickSortGPT,string,10000,worstCase,28,10.91,Mac
161,QuickSortGPT,string,10000,worstCase,29,10.9,Mac
161,QuickSortGPT,string,10000,worstCase,30,10.89,Mac
161,QuickSortGPT,string,10000,worstCase,31,10.89,Mac
161,QuickSortGPT,string,10000,worstCase,32,10.9,Mac
161,QuickSortGPT,string,10000,worstCase,33,10.9,Mac
161,QuickSortGPT,string,10000,worstCase,34,10.91,Mac
161,QuickSortGPT,string,10000,worstCase,35,10.96,Mac
161,QuickSortGPT,string,10000,worstCase,36,10.89,Mac
161,QuickSortGPT,string,10000,worstCase,37,10.89,Mac
161,QuickSortGPT,string,10000,worstCase,38,10.9,Mac
161,QuickSortGPT,string,10000,worstCase,39,10.97,Mac
161,QuickSortGPT,string,10000,worstCase,40,10.92,Mac
161,QuickSortGPT,string,10000,worstCase,41,10.9,Mac
161,QuickSortGPT,string,10000,worstCase,42,10.92,Mac
161,QuickSortGPT,string,10000,worstCase,43,10.92,Mac
161,QuickSortGPT,string,10000,worstCase,44,10.92,Mac
161,QuickSortGPT,string,10000,worstCase,45,11.51,Mac
161,QuickSortGPT,string,10000,worstCase,46,10.95,Mac
161,QuickSortGPT,string,10000,worstCase,47,10.9,Mac
161,QuickSortGPT,string,10000,worstCase,48,10.89,Mac
161,QuickSortGPT,string,10000,worstCase,49,10.91,Mac
161,QuickSortGPT,string,10000,worstCase,50,10.92,Mac
161,QuickSortGPT,string,10000,worstCase,51,10.93,Mac
161,QuickSortGPT,string,10000,worstCase,52,10.91,Mac
161,QuickSortGPT,string,10000,worstCase,53,10.89,Mac
161,QuickSortGPT,string,10000,worstCase,54,10.9,Mac
161,QuickSortGPT,string,10000,worstCase,55,10.9,Mac
161,QuickSortGPT,string,10000,worstCase,56,10.9,Mac
161,QuickSortGPT,string,10000,worstCase,57,10.92,Mac
161,QuickSortGPT,string,10000,worstCase,58,10.9,Mac
161,QuickSortGPT,string,10000,worstCase,59,10.9,Mac
161,QuickSortGPT,string,10000,worstCase,60,10.9,Mac
161,QuickSortGPT,string,10000,worstCase,61,10.9,Mac
161,QuickSortGPT,string,10000,worstCase,62,10.92,Mac
161,QuickSortGPT,string,10000,worstCase,63,10.91,Mac
161,QuickSortGPT,string,10000,worstCase,64,10.9,Mac
161,QuickSortGPT,string,10000,worstCase,65,10.92,Mac
161,QuickSortGPT,string,10000,worstCase,66,10.89,Mac
161,QuickSortGPT,string,10000,worstCase,67,10.92,Mac
161,QuickSortGPT,string,10000,worstCase,68,10.92,Mac
161,QuickSortGPT,string,10000,worstCase,69,11.07,Mac
161,QuickSortGPT,string,10000,worstCase,70,10.91,Mac
161,QuickSortGPT,string,10000,worstCase,71,10.88,Mac
161,QuickSortGPT,string,10000,worstCase,72,10.9,Mac
161,QuickSortGPT,string,10000,worstCase,73,10.9,Mac
161,QuickSortGPT,string,10000,worstCase,74,10.85,Mac
161,QuickSortGPT,string,10000,worstCase,75,10.88,Mac
161,QuickSortGPT,string,10000,worstCase,76,10.9,Mac
161,QuickSortGPT,string,10000,worstCase,77,10.84,Mac
161,QuickSortGPT,string,10000,worstCase,78,10.89,Mac
161,QuickSortGPT,string,10000,worstCase,79,10.91,Mac
161,QuickSortGPT,string,10000,worstCase,80,10.93,Mac
161,QuickSortGPT,string,10000,worstCase,81,10.93,Mac
161,QuickSortGPT,string,10000,worstCase,82,10.89,Mac
161,QuickSortGPT,string,10000,worstCase,83,10.95,Mac
161,QuickSortGPT,string,10000,worstCase,84,10.9,Mac
161,QuickSortGPT,string,10000,worstCase,85,10.91,Mac
161,QuickSortGPT,string,10000,worstCase,86,10.94,Mac
161,QuickSortGPT,string,10000,worstCase,87,10.94,Mac
161,QuickSortGPT,string,10000,worstCase,88,10.92,Mac
161,QuickSortGPT,string,10000,worstCase,89,10.9,Mac
161,QuickSortGPT,string,10000,worstCase,90,10.9,Mac
161,QuickSortGPT,string,10000,worstCase,91,10.9,Mac
161,QuickSortGPT,string,10000,worstCase,92,10.86,Mac
161,QuickSortGPT,string,10000,worstCase,93,10.84,Mac
161,QuickSortGPT,string,10000,worstCase,94,10.86,Mac
161,QuickSortGPT,string,10000,worstCase,95,10.88,Mac
161,QuickSortGPT,string,10000,worstCase,96,10.87,Mac
161,QuickSortGPT,string,10000,worstCase,97,10.85,Mac
161,QuickSortGPT,string,10000,worstCase,98,10.89,Mac
161,QuickSortGPT,string,10000,worstCase,99,10.85,Mac
161,QuickSortGPT,string,10000,worstCase,100,10.85,Mac
162,QuickSortGPT,string,10000,averageCase,1,11.05,Mac
162,QuickSortGPT,string,10000,averageCase,2,10.99,Mac
162,QuickSortGPT,string,10000,averageCase,3,12.13,Mac
162,QuickSortGPT,string,10000,averageCase,4,10.99,Mac
162,QuickSortGPT,string,10000,averageCase,5,11.06,Mac
162,QuickSortGPT,string,10000,averageCase,6,11.0,Mac
162,QuickSortGPT,string,10000,averageCase,7,11.71,Mac
162,QuickSortGPT,string,10000,averageCase,8,11.34,Mac
162,QuickSortGPT,string,10000,averageCase,9,11.08,Mac
162,QuickSortGPT,string,10000,averageCase,10,11.39,Mac
162,QuickSortGPT,string,10000,averageCase,11,11.62,Mac
162,QuickSortGPT,string,10000,averageCase,12,11.66,Mac
162,QuickSortGPT,string,10000,averageCase,13,11.31,Mac
162,QuickSortGPT,string,10000,averageCase,14,11.17,Mac
162,QuickSortGPT,string,10000,averageCase,15,11.27,Mac
162,QuickSortGPT,string,10000,averageCase,16,11.11,Mac
162,QuickSortGPT,string,10000,averageCase,17,11.04,Mac
162,QuickSortGPT,string,10000,averageCase,18,10.95,Mac
162,QuickSortGPT,string,10000,averageCase,19,11.06,Mac
162,QuickSortGPT,string,10000,averageCase,20,11.0,Mac
162,QuickSortGPT,string,10000,averageCase,21,11.15,Mac
162,QuickSortGPT,string,10000,averageCase,22,11.04,Mac
162,QuickSortGPT,string,10000,averageCase,23,11.06,Mac
162,QuickSortGPT,string,10000,averageCase,24,10.96,Mac
162,QuickSortGPT,string,10000,averageCase,25,11.0,Mac
162,QuickSortGPT,string,10000,averageCase,26,11.2,Mac
162,QuickSortGPT,string,10000,averageCase,27,11.32,Mac
162,QuickSortGPT,string,10000,averageCase,28,10.99,Mac
162,QuickSortGPT,string,10000,averageCase,29,11.0,Mac
162,QuickSortGPT,string,10000,averageCase,30,10.93,Mac
162,QuickSortGPT,string,10000,averageCase,31,10.96,Mac
162,QuickSortGPT,string,10000,averageCase,32,11.03,Mac
162,QuickSortGPT,string,10000,averageCase,33,11.01,Mac
162,QuickSortGPT,string,10000,averageCase,34,11.04,Mac
162,QuickSortGPT,string,10000,averageCase,35,11.08,Mac
162,QuickSortGPT,string,10000,averageCase,36,11.09,Mac
162,QuickSortGPT,string,10000,averageCase,37,11.04,Mac
162,QuickSortGPT,string,10000,averageCase,38,11.07,Mac
162,QuickSortGPT,string,10000,averageCase,39,10.98,Mac
162,QuickSortGPT,string,10000,averageCase,40,11.02,Mac
162,QuickSortGPT,string,10000,averageCase,41,11.04,Mac
162,QuickSortGPT,string,10000,averageCase,42,11.09,Mac
162,QuickSortGPT,string,10000,averageCase,43,10.99,Mac
162,QuickSortGPT,string,10000,averageCase,44,11.09,Mac
162,QuickSortGPT,string,10000,averageCase,45,11.05,Mac
162,QuickSortGPT,string,10000,averageCase,46,11.01,Mac
162,QuickSortGPT,string,10000,averageCase,47,11.02,Mac
162,QuickSortGPT,string,10000,averageCase,48,11.01,Mac
162,QuickSortGPT,string,10000,averageCase,49,11.01,Mac
162,QuickSortGPT,string,10000,averageCase,50,11.07,Mac
162,QuickSortGPT,string,10000,averageCase,51,11.05,Mac
162,QuickSortGPT,string,10000,averageCase,52,11.1,Mac
162,QuickSortGPT,string,10000,averageCase,53,10.97,Mac
162,QuickSortGPT,string,10000,averageCase,54,11.01,Mac
162,QuickSortGPT,string,10000,averageCase,55,10.95,Mac
162,QuickSortGPT,string,10000,averageCase,56,11.07,Mac
162,QuickSortGPT,string,10000,averageCase,57,11.0,Mac
162,QuickSortGPT,string,10000,averageCase,58,11.08,Mac
162,QuickSortGPT,string,10000,averageCase,59,11.11,Mac
162,QuickSortGPT,string,10000,averageCase,60,10.96,Mac
162,QuickSortGPT,string,10000,averageCase,61,11.01,Mac
162,QuickSortGPT,string,10000,averageCase,62,10.98,Mac
162,QuickSortGPT,string,10000,averageCase,63,11.06,Mac
162,QuickSortGPT,string,10000,averageCase,64,11.06,Mac
162,QuickSortGPT,string,10000,averageCase,65,10.97,Mac
162,QuickSortGPT,string,10000,averageCase,66,11.05,Mac
162,QuickSortGPT,string,10000,averageCase,67,11.09,Mac
162,QuickSortGPT,string,10000,averageCase,68,10.96,Mac
162,QuickSortGPT,string,10000,averageCase,69,11.03,Mac
162,QuickSortGPT,string,10000,averageCase,70,11.0,Mac
162,QuickSortGPT,string,10000,averageCase,71,11.03,Mac
162,QuickSortGPT,string,10000,averageCase,72,11.04,Mac
162,QuickSortGPT,string,10000,averageCase,73,11.03,Mac
162,QuickSortGPT,string,10000,averageCase,74,11.01,Mac
162,QuickSortGPT,string,10000,averageCase,75,11.03,Mac
162,QuickSortGPT,string,10000,averageCase,76,11.04,Mac
162,QuickSortGPT,string,10000,averageCase,77,11.03,Mac
162,QuickSortGPT,string,10000,averageCase,78,10.97,Mac
162,QuickSortGPT,string,10000,averageCase,79,11.01,Mac
162,QuickSortGPT,string,10000,averageCase,80,11.07,Mac
162,QuickSortGPT,string,10000,averageCase,81,11.03,Mac
162,QuickSortGPT,string,10000,averageCase,82,10.95,Mac
162,QuickSortGPT,string,10000,averageCase,83,11.03,Mac
162,QuickSortGPT,string,10000,averageCase,84,11.05,Mac
162,QuickSortGPT,string,10000,averageCase,85,11.06,Mac
162,QuickSortGPT,string,10000,averageCase,86,11.04,Mac
162,QuickSortGPT,string,10000,averageCase,87,10.96,Mac
162,QuickSortGPT,string,10000,averageCase,88,10.96,Mac
162,QuickSortGPT,string,10000,averageCase,89,10.98,Mac
162,QuickSortGPT,string,10000,averageCase,90,11.02,Mac
162,QuickSortGPT,string,10000,averageCase,91,10.98,Mac
162,QuickSortGPT,string,10000,averageCase,92,11.09,Mac
162,QuickSortGPT,string,10000,averageCase,93,11.06,Mac
162,QuickSortGPT,string,10000,averageCase,94,11.01,Mac
162,QuickSortGPT,string,10000,averageCase,95,11.03,Mac
162,QuickSortGPT,string,10000,averageCase,96,11.07,Mac
162,QuickSortGPT,string,10000,averageCase,97,11.11,Mac
162,QuickSortGPT,string,10000,averageCase,98,11.02,Mac
162,QuickSortGPT,string,10000,averageCase,99,11.01,Mac
162,QuickSortGPT,string,10000,averageCase,100,11.17,Mac
163,SelectionSortGPT,int,100,bestCase,1,0.09,Mac
163,SelectionSortGPT,int,100,bestCase,2,0.12,Mac
163,SelectionSortGPT,int,100,bestCase,3,0.1,Mac
163,SelectionSortGPT,int,100,bestCase,4,0.1,Mac
163,SelectionSortGPT,int,100,bestCase,5,0.1,Mac
163,SelectionSortGPT,int,100,bestCase,6,0.1,Mac
163,SelectionSortGPT,int,100,bestCase,7,0.09,Mac
163,SelectionSortGPT,int,100,bestCase,8,0.04,Mac
163,SelectionSortGPT,int,100,bestCase,9,0.03,Mac
163,SelectionSortGPT,int,100,bestCase,10,0.03,Mac
163,SelectionSortGPT,int,100,bestCase,11,0.03,Mac
163,SelectionSortGPT,int,100,bestCase,12,0.03,Mac
163,SelectionSortGPT,int,100,bestCase,13,0.04,Mac
163,SelectionSortGPT,int,100,bestCase,14,0.03,Mac
163,SelectionSortGPT,int,100,bestCase,15,0.02,Mac
163,SelectionSortGPT,int,100,bestCase,16,0.02,Mac
163,SelectionSortGPT,int,100,bestCase,17,0.02,Mac
163,SelectionSortGPT,int,100,bestCase,18,0.02,Mac
163,SelectionSortGPT,int,100,bestCase,19,0.02,Mac
163,SelectionSortGPT,int,100,bestCase,20,0.02,Mac
163,SelectionSortGPT,int,100,bestCase,21,0.02,Mac
163,SelectionSortGPT,int,100,bestCase,22,0.02,Mac
163,SelectionSortGPT,int,100,bestCase,23,0.02,Mac
163,SelectionSortGPT,int,100,bestCase,24,0.02,Mac
163,SelectionSortGPT,int,100,bestCase,25,0.02,Mac
163,SelectionSortGPT,int,100,bestCase,26,0.02,Mac
163,SelectionSortGPT,int,100,bestCase,27,0.02,Mac
163,SelectionSortGPT,int,100,bestCase,28,0.02,Mac
163,SelectionSortGPT,int,100,bestCase,29,0.02,Mac
163,SelectionSortGPT,int,100,bestCase,30,0.02,Mac
163,SelectionSortGPT,int,100,bestCase,31,0.02,Mac
163,SelectionSortGPT,int,100,bestCase,32,0.02,Mac
163,SelectionSortGPT,int,100,bestCase,33,0.02,Mac
163,SelectionSortGPT,int,100,bestCase,34,0.02,Mac
163,SelectionSortGPT,int,100,bestCase,35,0.02,Mac
163,SelectionSortGPT,int,100,bestCase,36,0.02,Mac
163,SelectionSortGPT,int,100,bestCase,37,0.02,Mac
163,SelectionSortGPT,int,100,bestCase,38,0.02,Mac
163,SelectionSortGPT,int,100,bestCase,39,0.02,Mac
163,SelectionSortGPT,int,100,bestCase,40,0.02,Mac
163,SelectionSortGPT,int,100,bestCase,41,0.02,Mac
163,SelectionSortGPT,int,100,bestCase,42,0.02,Mac
163,SelectionSortGPT,int,100,bestCase,43,0.02,Mac
163,SelectionSortGPT,int,100,bestCase,44,0.02,Mac
163,SelectionSortGPT,int,100,bestCase,45,0.02,Mac
163,SelectionSortGPT,int,100,bestCase,46,0.02,Mac
163,SelectionSortGPT,int,100,bestCase,47,0.02,Mac
163,SelectionSortGPT,int,100,bestCase,48,0.02,Mac
163,SelectionSortGPT,int,100,bestCase,49,0.02,Mac
163,SelectionSortGPT,int,100,bestCase,50,0.02,Mac
163,SelectionSortGPT,int,100,bestCase,51,0.02,Mac
163,SelectionSortGPT,int,100,bestCase,52,0.02,Mac
163,SelectionSortGPT,int,100,bestCase,53,0.02,Mac
163,SelectionSortGPT,int,100,bestCase,54,0.02,Mac
163,SelectionSortGPT,int,100,bestCase,55,0.02,Mac
163,SelectionSortGPT,int,100,bestCase,56,0.02,Mac
163,SelectionSortGPT,int,100,bestCase,57,0.02,Mac
163,SelectionSortGPT,int,100,bestCase,58,0.02,Mac
163,SelectionSortGPT,int,100,bestCase,59,0.02,Mac
163,SelectionSortGPT,int,100,bestCase,60,0.02,Mac
163,SelectionSortGPT,int,100,bestCase,61,0.02,Mac
163,SelectionSortGPT,int,100,bestCase,62,0.02,Mac
163,SelectionSortGPT,int,100,bestCase,63,0.02,Mac
163,SelectionSortGPT,int,100,bestCase,64,0.02,Mac
163,SelectionSortGPT,int,100,bestCase,65,0.02,Mac
163,SelectionSortGPT,int,100,bestCase,66,0.02,Mac
163,SelectionSortGPT,int,100,bestCase,67,0.02,Mac
163,SelectionSortGPT,int,100,bestCase,68,0.02,Mac
163,SelectionSortGPT,int,100,bestCase,69,0.02,Mac
163,SelectionSortGPT,int,100,bestCase,70,0.02,Mac
163,SelectionSortGPT,int,100,bestCase,71,0.02,Mac
163,SelectionSortGPT,int,100,bestCase,72,0.02,Mac
163,SelectionSortGPT,int,100,bestCase,73,0.02,Mac
163,SelectionSortGPT,int,100,bestCase,74,0.02,Mac
163,SelectionSortGPT,int,100,bestCase,75,0.02,Mac
163,SelectionSortGPT,int,100,bestCase,76,0.02,Mac
163,SelectionSortGPT,int,100,bestCase,77,0.02,Mac
163,SelectionSortGPT,int,100,bestCase,78,0.02,Mac
163,SelectionSortGPT,int,100,bestCase,79,0.02,Mac
163,SelectionSortGPT,int,100,bestCase,80,0.02,Mac
163,SelectionSortGPT,int,100,bestCase,81,0.02,Mac
163,SelectionSortGPT,int,100,bestCase,82,0.02,Mac
163,SelectionSortGPT,int,100,bestCase,83,0.02,Mac
163,SelectionSortGPT,int,100,bestCase,84,0.02,Mac
163,SelectionSortGPT,int,100,bestCase,85,0.02,Mac
163,SelectionSortGPT,int,100,bestCase,86,0.02,Mac
163,SelectionSortGPT,int,100,bestCase,87,0.02,Mac
163,SelectionSortGPT,int,100,bestCase,88,0.02,Mac
163,SelectionSortGPT,int,100,bestCase,89,0.02,Mac
163,SelectionSortGPT,int,100,bestCase,90,0.02,Mac
163,SelectionSortGPT,int,100,bestCase,91,0.02,Mac
163,SelectionSortGPT,int,100,bestCase,92,0.02,Mac
163,SelectionSortGPT,int,100,bestCase,93,0.02,Mac
163,SelectionSortGPT,int,100,bestCase,94,0.02,Mac
163,SelectionSortGPT,int,100,bestCase,95,0.02,Mac
163,SelectionSortGPT,int,100,bestCase,96,0.02,Mac
163,SelectionSortGPT,int,100,bestCase,97,0.02,Mac
163,SelectionSortGPT,int,100,bestCase,98,0.02,Mac
163,SelectionSortGPT,int,100,bestCase,99,0.02,Mac
163,SelectionSortGPT,int,100,bestCase,100,0.02,Mac
164,SelectionSortGPT,int,100,worstCase,1,0.02,Mac
164,SelectionSortGPT,int,100,worstCase,2,0.02,Mac
164,SelectionSortGPT,int,100,worstCase,3,0.02,Mac
164,SelectionSortGPT,int,100,worstCase,4,0.02,Mac
164,SelectionSortGPT,int,100,worstCase,5,0.02,Mac
164,SelectionSortGPT,int,100,worstCase,6,0.02,Mac
164,SelectionSortGPT,int,100,worstCase,7,0.02,Mac
164,SelectionSortGPT,int,100,worstCase,8,0.02,Mac
164,SelectionSortGPT,int,100,worstCase,9,0.02,Mac
164,SelectionSortGPT,int,100,worstCase,10,0.02,Mac
164,SelectionSortGPT,int,100,worstCase,11,0.02,Mac
164,SelectionSortGPT,int,100,worstCase,12,0.02,Mac
164,SelectionSortGPT,int,100,worstCase,13,0.02,Mac
164,SelectionSortGPT,int,100,worstCase,14,0.03,Mac
164,SelectionSortGPT,int,100,worstCase,15,0.02,Mac
164,SelectionSortGPT,int,100,worstCase,16,0.02,Mac
164,SelectionSortGPT,int,100,worstCase,17,0.02,Mac
164,SelectionSortGPT,int,100,worstCase,18,0.02,Mac
164,SelectionSortGPT,int,100,worstCase,19,0.02,Mac
164,SelectionSortGPT,int,100,worstCase,20,0.02,Mac
164,SelectionSortGPT,int,100,worstCase,21,0.02,Mac
164,SelectionSortGPT,int,100,worstCase,22,0.02,Mac
164,SelectionSortGPT,int,100,worstCase,23,0.03,Mac
164,SelectionSortGPT,int,100,worstCase,24,0.02,Mac
164,SelectionSortGPT,int,100,worstCase,25,0.02,Mac
164,SelectionSortGPT,int,100,worstCase,26,0.02,Mac
164,SelectionSortGPT,int,100,worstCase,27,0.02,Mac
164,SelectionSortGPT,int,100,worstCase,28,0.02,Mac
164,SelectionSortGPT,int,100,worstCase,29,0.02,Mac
164,SelectionSortGPT,int,100,worstCase,30,0.02,Mac
164,SelectionSortGPT,int,100,worstCase,31,0.02,Mac
164,SelectionSortGPT,int,100,worstCase,32,0.02,Mac
164,SelectionSortGPT,int,100,worstCase,33,0.02,Mac
164,SelectionSortGPT,int,100,worstCase,34,0.02,Mac
164,SelectionSortGPT,int,100,worstCase,35,0.02,Mac
164,SelectionSortGPT,int,100,worstCase,36,0.11,Mac
164,SelectionSortGPT,int,100,worstCase,37,0.02,Mac
164,SelectionSortGPT,int,100,worstCase,38,0.02,Mac
164,SelectionSortGPT,int,100,worstCase,39,0.02,Mac
164,SelectionSortGPT,int,100,worstCase,40,0.02,Mac
164,SelectionSortGPT,int,100,worstCase,41,0.02,Mac
164,SelectionSortGPT,int,100,worstCase,42,0.02,Mac
164,SelectionSortGPT,int,100,worstCase,43,0.02,Mac
164,SelectionSortGPT,int,100,worstCase,44,0.02,Mac
164,SelectionSortGPT,int,100,worstCase,45,0.02,Mac
164,SelectionSortGPT,int,100,worstCase,46,0.02,Mac
164,SelectionSortGPT,int,100,worstCase,47,0.02,Mac
164,SelectionSortGPT,int,100,worstCase,48,0.02,Mac
164,SelectionSortGPT,int,100,worstCase,49,0.02,Mac
164,SelectionSortGPT,int,100,worstCase,50,0.02,Mac
164,SelectionSortGPT,int,100,worstCase,51,0.02,Mac
164,SelectionSortGPT,int,100,worstCase,52,0.02,Mac
164,SelectionSortGPT,int,100,worstCase,53,0.02,Mac
164,SelectionSortGPT,int,100,worstCase,54,0.02,Mac
164,SelectionSortGPT,int,100,worstCase,55,0.02,Mac
164,SelectionSortGPT,int,100,worstCase,56,0.02,Mac
164,SelectionSortGPT,int,100,worstCase,57,0.02,Mac
164,SelectionSortGPT,int,100,worstCase,58,0.02,Mac
164,SelectionSortGPT,int,100,worstCase,59,0.02,Mac
164,SelectionSortGPT,int,100,worstCase,60,0.02,Mac
164,SelectionSortGPT,int,100,worstCase,61,0.02,Mac
164,SelectionSortGPT,int,100,worstCase,62,0.02,Mac
164,SelectionSortGPT,int,100,worstCase,63,0.02,Mac
164,SelectionSortGPT,int,100,worstCase,64,0.02,Mac
164,SelectionSortGPT,int,100,worstCase,65,0.02,Mac
164,SelectionSortGPT,int,100,worstCase,66,0.02,Mac
164,SelectionSortGPT,int,100,worstCase,67,0.02,Mac
164,SelectionSortGPT,int,100,worstCase,68,0.02,Mac
164,SelectionSortGPT,int,100,worstCase,69,0.02,Mac
164,SelectionSortGPT,int,100,worstCase,70,0.02,Mac
164,SelectionSortGPT,int,100,worstCase,71,0.02,Mac
164,SelectionSortGPT,int,100,worstCase,72,0.02,Mac
164,SelectionSortGPT,int,100,worstCase,73,0.02,Mac
164,SelectionSortGPT,int,100,worstCase,74,0.02,Mac
164,SelectionSortGPT,int,100,worstCase,75,0.02,Mac
164,SelectionSortGPT,int,100,worstCase,76,0.02,Mac
164,SelectionSortGPT,int,100,worstCase,77,0.02,Mac
164,SelectionSortGPT,int,100,worstCase,78,0.02,Mac
164,SelectionSortGPT,int,100,worstCase,79,0.02,Mac
164,SelectionSortGPT,int,100,worstCase,80,0.02,Mac
164,SelectionSortGPT,int,100,worstCase,81,0.02,Mac
164,SelectionSortGPT,int,100,worstCase,82,0.02,Mac
164,SelectionSortGPT,int,100,worstCase,83,0.02,Mac
164,SelectionSortGPT,int,100,worstCase,84,0.02,Mac
164,SelectionSortGPT,int,100,worstCase,85,0.02,Mac
164,SelectionSortGPT,int,100,worstCase,86,0.02,Mac
164,SelectionSortGPT,int,100,worstCase,87,0.02,Mac
164,SelectionSortGPT,int,100,worstCase,88,0.02,Mac
164,SelectionSortGPT,int,100,worstCase,89,0.02,Mac
164,SelectionSortGPT,int,100,worstCase,90,0.02,Mac
164,SelectionSortGPT,int,100,worstCase,91,0.02,Mac
164,SelectionSortGPT,int,100,worstCase,92,0.02,Mac
164,SelectionSortGPT,int,100,worstCase,93,0.03,Mac
164,SelectionSortGPT,int,100,worstCase,94,0.03,Mac
164,SelectionSortGPT,int,100,worstCase,95,0.02,Mac
164,SelectionSortGPT,int,100,worstCase,96,0.02,Mac
164,SelectionSortGPT,int,100,worstCase,97,0.02,Mac
164,SelectionSortGPT,int,100,worstCase,98,0.02,Mac
