Experiment Index,Algorithm,Data Type,Size,Structure,Trial,Time(ms)
1,BubbleSortUntilNoChange,int,100,bestCase,1,0.00
1,BubbleSortUntilNoChange,int,100,bestCase,2,0.00
1,BubbleSortUntilNoChange,int,100,bestCase,3,0.00
1,BubbleSortUntilNoChange,int,100,bestCase,4,0.00
1,BubbleSortUntilNoChange,int,100,bestCase,5,0.00
1,BubbleSortUntilNoChange,int,100,bestCase,6,0.00
1,BubbleSortUntilNoChange,int,100,bestCase,7,0.00
1,BubbleSortUntilNoChange,int,100,bestCase,8,0.00
1,BubbleSortUntilNoChange,int,100,bestCase,9,0.02
1,BubbleSortUntilNoChange,int,100,bestCase,10,0.00
1,BubbleSortUntilNoChange,int,100,bestCase,11,0.00
1,BubbleSortUntilNoChange,int,100,bestCase,12,0.00
1,BubbleSortUntilNoChange,int,100,bestCase,13,0.00
1,BubbleSortUntilNoChange,int,100,bestCase,14,0.00
1,BubbleSortUntilNoChange,int,100,bestCase,15,0.00
1,BubbleSortUntilNoChange,int,100,bestCase,16,0.00
1,BubbleSortUntilNoChange,int,100,bestCase,17,0.00
1,BubbleSortUntilNoChange,int,100,bestCase,18,0.00
1,BubbleSortUntilNoChange,int,100,bestCase,19,0.00
1,BubbleSortUntilNoChange,int,100,bestCase,20,0.00
1,BubbleSortUntilNoChange,int,100,bestCase,21,0.00
1,BubbleSortUntilNoChange,int,100,bestCase,22,0.00
1,BubbleSortUntilNoChange,int,100,bestCase,23,0.00
1,BubbleSortUntilNoChange,int,100,bestCase,24,0.00
1,BubbleSortUntilNoChange,int,100,bestCase,25,0.00
1,BubbleSortUntilNoChange,int,100,bestCase,26,0.00
1,BubbleSortUntilNoChange,int,100,bestCase,27,0.00
1,BubbleSortUntilNoChange,int,100,bestCase,28,0.00
1,BubbleSortUntilNoChange,int,100,bestCase,29,0.00
1,BubbleSortUntilNoChange,int,100,bestCase,30,0.00
1,BubbleSortUntilNoChange,int,100,bestCase,31,0.00
1,BubbleSortUntilNoChange,int,100,bestCase,32,0.00
1,BubbleSortUntilNoChange,int,100,bestCase,33,0.00
1,BubbleSortUntilNoChange,int,100,bestCase,34,0.00
1,BubbleSortUntilNoChange,int,100,bestCase,35,0.00
1,BubbleSortUntilNoChange,int,100,bestCase,36,0.00
1,BubbleSortUntilNoChange,int,100,bestCase,37,0.00
1,BubbleSortUntilNoChange,int,100,bestCase,38,0.00
1,BubbleSortUntilNoChange,int,100,bestCase,39,0.00
1,BubbleSortUntilNoChange,int,100,bestCase,40,0.00
1,BubbleSortUntilNoChange,int,100,bestCase,41,0.00
1,BubbleSortUntilNoChange,int,100,bestCase,42,0.00
1,BubbleSortUntilNoChange,int,100,bestCase,43,0.00
1,BubbleSortUntilNoChange,int,100,bestCase,44,0.00
1,BubbleSortUntilNoChange,int,100,bestCase,45,0.00
1,BubbleSortUntilNoChange,int,100,bestCase,46,0.00
1,BubbleSortUntilNoChange,int,100,bestCase,47,0.00
1,BubbleSortUntilNoChange,int,100,bestCase,48,0.00
1,BubbleSortUntilNoChange,int,100,bestCase,49,0.00
1,BubbleSortUntilNoChange,int,100,bestCase,50,0.00
1,BubbleSortUntilNoChange,int,100,bestCase,51,0.00
1,BubbleSortUntilNoChange,int,100,bestCase,52,0.00
1,BubbleSortUntilNoChange,int,100,bestCase,53,0.00
1,BubbleSortUntilNoChange,int,100,bestCase,54,0.00
1,BubbleSortUntilNoChange,int,100,bestCase,55,0.00
1,BubbleSortUntilNoChange,int,100,bestCase,56,0.00
1,BubbleSortUntilNoChange,int,100,bestCase,57,0.00
1,BubbleSortUntilNoChange,int,100,bestCase,58,0.01
1,BubbleSortUntilNoChange,int,100,bestCase,59,0.00
1,BubbleSortUntilNoChange,int,100,bestCase,60,0.00
1,BubbleSortUntilNoChange,int,100,bestCase,61,0.00
1,BubbleSortUntilNoChange,int,100,bestCase,62,0.00
1,BubbleSortUntilNoChange,int,100,bestCase,63,0.00
1,BubbleSortUntilNoChange,int,100,bestCase,64,0.00
1,BubbleSortUntilNoChange,int,100,bestCase,65,0.00
1,BubbleSortUntilNoChange,int,100,bestCase,66,0.00
1,BubbleSortUntilNoChange,int,100,bestCase,67,0.00
1,BubbleSortUntilNoChange,int,100,bestCase,68,0.00
1,BubbleSortUntilNoChange,int,100,bestCase,69,0.00
1,BubbleSortUntilNoChange,int,100,bestCase,70,0.00
1,BubbleSortUntilNoChange,int,100,bestCase,71,0.00
1,BubbleSortUntilNoChange,int,100,bestCase,72,0.00
1,BubbleSortUntilNoChange,int,100,bestCase,73,0.00
1,BubbleSortUntilNoChange,int,100,bestCase,74,0.00
1,BubbleSortUntilNoChange,int,100,bestCase,75,0.00
1,BubbleSortUntilNoChange,int,100,bestCase,76,0.00
1,BubbleSortUntilNoChange,int,100,bestCase,77,0.00
1,BubbleSortUntilNoChange,int,100,bestCase,78,0.00
1,BubbleSortUntilNoChange,int,100,bestCase,79,0.00
1,BubbleSortUntilNoChange,int,100,bestCase,80,0.00
1,BubbleSortUntilNoChange,int,100,bestCase,81,0.00
1,BubbleSortUntilNoChange,int,100,bestCase,82,0.00
1,BubbleSortUntilNoChange,int,100,bestCase,83,0.00
1,BubbleSortUntilNoChange,int,100,bestCase,84,0.00
1,BubbleSortUntilNoChange,int,100,bestCase,85,0.00
1,BubbleSortUntilNoChange,int,100,bestCase,86,0.00
1,BubbleSortUntilNoChange,int,100,bestCase,87,0.00
1,BubbleSortUntilNoChange,int,100,bestCase,88,0.00
1,BubbleSortUntilNoChange,int,100,bestCase,89,0.00
1,BubbleSortUntilNoChange,int,100,bestCase,90,0.00
1,BubbleSortUntilNoChange,int,100,bestCase,91,0.00
1,BubbleSortUntilNoChange,int,100,bestCase,92,0.00
1,BubbleSortUntilNoChange,int,100,bestCase,93,0.00
1,BubbleSortUntilNoChange,int,100,bestCase,94,0.00
1,BubbleSortUntilNoChange,int,100,bestCase,95,0.00
1,BubbleSortUntilNoChange,int,100,bestCase,96,0.00
1,BubbleSortUntilNoChange,int,100,bestCase,97,0.00
1,BubbleSortUntilNoChange,int,100,bestCase,98,0.00
1,BubbleSortUntilNoChange,int,100,bestCase,99,0.00
1,BubbleSortUntilNoChange,int,100,bestCase,100,0.00
2,BubbleSortUntilNoChange,int,100,worstCase,1,0.10
2,BubbleSortUntilNoChange,int,100,worstCase,2,0.10
2,BubbleSortUntilNoChange,int,100,worstCase,3,0.10
2,BubbleSortUntilNoChange,int,100,worstCase,4,0.10
2,BubbleSortUntilNoChange,int,100,worstCase,5,0.10
2,BubbleSortUntilNoChange,int,100,worstCase,6,0.10
2,BubbleSortUntilNoChange,int,100,worstCase,7,0.09
2,BubbleSortUntilNoChange,int,100,worstCase,8,0.07
2,BubbleSortUntilNoChange,int,100,worstCase,9,0.07
2,BubbleSortUntilNoChange,int,100,worstCase,10,0.07
2,BubbleSortUntilNoChange,int,100,worstCase,11,0.07
2,BubbleSortUntilNoChange,int,100,worstCase,12,0.07
2,BubbleSortUntilNoChange,int,100,worstCase,13,0.07
2,BubbleSortUntilNoChange,int,100,worstCase,14,0.07
2,BubbleSortUntilNoChange,int,100,worstCase,15,0.07
2,BubbleSortUntilNoChange,int,100,worstCase,16,0.07
2,BubbleSortUntilNoChange,int,100,worstCase,17,0.07
2,BubbleSortUntilNoChange,int,100,worstCase,18,0.07
2,BubbleSortUntilNoChange,int,100,worstCase,19,0.07
2,BubbleSortUntilNoChange,int,100,worstCase,20,0.07
2,BubbleSortUntilNoChange,int,100,worstCase,21,0.07
2,BubbleSortUntilNoChange,int,100,worstCase,22,0.07
2,BubbleSortUntilNoChange,int,100,worstCase,23,0.07
2,BubbleSortUntilNoChange,int,100,worstCase,24,0.07
2,BubbleSortUntilNoChange,int,100,worstCase,25,0.07
2,BubbleSortUntilNoChange,int,100,worstCase,26,0.07
2,BubbleSortUntilNoChange,int,100,worstCase,27,0.07
2,BubbleSortUntilNoChange,int,100,worstCase,28,0.07
2,BubbleSortUntilNoChange,int,100,worstCase,29,0.07
2,BubbleSortUntilNoChange,int,100,worstCase,30,0.07
2,BubbleSortUntilNoChange,int,100,worstCase,31,0.07
2,BubbleSortUntilNoChange,int,100,worstCase,32,0.07
2,BubbleSortUntilNoChange,int,100,worstCase,33,0.07
2,BubbleSortUntilNoChange,int,100,worstCase,34,0.07
2,BubbleSortUntilNoChange,int,100,worstCase,35,0.07
2,BubbleSortUntilNoChange,int,100,worstCase,36,0.07
2,BubbleSortUntilNoChange,int,100,worstCase,37,0.07
2,BubbleSortUntilNoChange,int,100,worstCase,38,0.22
2,BubbleSortUntilNoChange,int,100,worstCase,39,0.07
2,BubbleSortUntilNoChange,int,100,worstCase,40,0.07
2,BubbleSortUntilNoChange,int,100,worstCase,41,0.07
2,BubbleSortUntilNoChange,int,100,worstCase,42,0.07
2,BubbleSortUntilNoChange,int,100,worstCase,43,0.07
2,BubbleSortUntilNoChange,int,100,worstCase,44,0.07
2,BubbleSortUntilNoChange,int,100,worstCase,45,0.07
2,BubbleSortUntilNoChange,int,100,worstCase,46,0.07
2,BubbleSortUntilNoChange,int,100,worstCase,47,0.07
2,BubbleSortUntilNoChange,int,100,worstCase,48,0.07
2,BubbleSortUntilNoChange,int,100,worstCase,49,0.07
2,BubbleSortUntilNoChange,int,100,worstCase,50,0.07
2,BubbleSortUntilNoChange,int,100,worstCase,51,0.07
2,BubbleSortUntilNoChange,int,100,worstCase,52,0.07
2,BubbleSortUntilNoChange,int,100,worstCase,53,0.07
2,BubbleSortUntilNoChange,int,100,worstCase,54,0.07
2,BubbleSortUntilNoChange,int,100,worstCase,55,0.07
2,BubbleSortUntilNoChange,int,100,worstCase,56,0.07
2,BubbleSortUntilNoChange,int,100,worstCase,57,0.07
2,BubbleSortUntilNoChange,int,100,worstCase,58,0.07
2,BubbleSortUntilNoChange,int,100,worstCase,59,0.07
2,BubbleSortUntilNoChange,int,100,worstCase,60,0.07
2,BubbleSortUntilNoChange,int,100,worstCase,61,0.07
2,BubbleSortUntilNoChange,int,100,worstCase,62,0.07
2,BubbleSortUntilNoChange,int,100,worstCase,63,0.07
2,BubbleSortUntilNoChange,int,100,worstCase,64,0.07
2,BubbleSortUntilNoChange,int,100,worstCase,65,0.07
2,BubbleSortUntilNoChange,int,100,worstCase,66,0.07
2,BubbleSortUntilNoChange,int,100,worstCase,67,0.35
2,BubbleSortUntilNoChange,int,100,worstCase,68,0.33
2,BubbleSortUntilNoChange,int,100,worstCase,69,0.33
2,BubbleSortUntilNoChange,int,100,worstCase,70,0.34
2,BubbleSortUntilNoChange,int,100,worstCase,71,0.33
2,BubbleSortUntilNoChange,int,100,worstCase,72,0.34
2,BubbleSortUntilNoChange,int,100,worstCase,73,0.33
2,BubbleSortUntilNoChange,int,100,worstCase,74,0.34
2,BubbleSortUntilNoChange,int,100,worstCase,75,0.35
2,BubbleSortUntilNoChange,int,100,worstCase,76,0.33
2,BubbleSortUntilNoChange,int,100,worstCase,77,0.33
2,BubbleSortUntilNoChange,int,100,worstCase,78,0.33
2,BubbleSortUntilNoChange,int,100,worstCase,79,0.33
2,BubbleSortUntilNoChange,int,100,worstCase,80,0.33
2,BubbleSortUntilNoChange,int,100,worstCase,81,0.33
2,BubbleSortUntilNoChange,int,100,worstCase,82,0.02
2,BubbleSortUntilNoChange,int,100,worstCase,83,0.02
2,BubbleSortUntilNoChange,int,100,worstCase,84,0.02
2,BubbleSortUntilNoChange,int,100,worstCase,85,0.02
2,BubbleSortUntilNoChange,int,100,worstCase,86,0.02
2,BubbleSortUntilNoChange,int,100,worstCase,87,0.02
2,BubbleSortUntilNoChange,int,100,worstCase,88,0.02
2,BubbleSortUntilNoChange,int,100,worstCase,89,0.02
2,BubbleSortUntilNoChange,int,100,worstCase,90,0.02
2,BubbleSortUntilNoChange,int,100,worstCase,91,0.02
2,BubbleSortUntilNoChange,int,100,worstCase,92,0.02
2,BubbleSortUntilNoChange,int,100,worstCase,93,0.02
2,BubbleSortUntilNoChange,int,100,worstCase,94,0.02
2,BubbleSortUntilNoChange,int,100,worstCase,95,0.02
2,BubbleSortUntilNoChange,int,100,worstCase,96,0.02
2,BubbleSortUntilNoChange,int,100,worstCase,97,0.02
2,BubbleSortUntilNoChange,int,100,worstCase,98,0.02
2,BubbleSortUntilNoChange,int,100,worstCase,99,0.02
2,BubbleSortUntilNoChange,int,100,worstCase,100,0.02
3,BubbleSortUntilNoChange,int,100,averageCase,1,0.02
3,BubbleSortUntilNoChange,int,100,averageCase,2,0.02
3,BubbleSortUntilNoChange,int,100,averageCase,3,0.02
3,BubbleSortUntilNoChange,int,100,averageCase,4,0.02
3,BubbleSortUntilNoChange,int,100,averageCase,5,0.02
3,BubbleSortUntilNoChange,int,100,averageCase,6,0.02
3,BubbleSortUntilNoChange,int,100,averageCase,7,0.02
3,BubbleSortUntilNoChange,int,100,averageCase,8,0.02
3,BubbleSortUntilNoChange,int,100,averageCase,9,0.03
3,BubbleSortUntilNoChange,int,100,averageCase,10,0.02
3,BubbleSortUntilNoChange,int,100,averageCase,11,0.02
3,BubbleSortUntilNoChange,int,100,averageCase,12,0.02
3,BubbleSortUntilNoChange,int,100,averageCase,13,0.02
3,BubbleSortUntilNoChange,int,100,averageCase,14,0.02
3,BubbleSortUntilNoChange,int,100,averageCase,15,0.02
3,BubbleSortUntilNoChange,int,100,averageCase,16,0.02
3,BubbleSortUntilNoChange,int,100,averageCase,17,0.02
3,BubbleSortUntilNoChange,int,100,averageCase,18,0.02
3,BubbleSortUntilNoChange,int,100,averageCase,19,0.02
3,BubbleSortUntilNoChange,int,100,averageCase,20,0.02
3,BubbleSortUntilNoChange,int,100,averageCase,21,0.03
3,BubbleSortUntilNoChange,int,100,averageCase,22,0.02
3,BubbleSortUntilNoChange,int,100,averageCase,23,0.02
3,BubbleSortUntilNoChange,int,100,averageCase,24,0.02
3,BubbleSortUntilNoChange,int,100,averageCase,25,0.02
3,BubbleSortUntilNoChange,int,100,averageCase,26,0.02
3,BubbleSortUntilNoChange,int,100,averageCase,27,0.02
3,BubbleSortUntilNoChange,int,100,averageCase,28,0.02
3,BubbleSortUntilNoChange,int,100,averageCase,29,0.02
3,BubbleSortUntilNoChange,int,100,averageCase,30,0.02
3,BubbleSortUntilNoChange,int,100,averageCase,31,0.02
3,BubbleSortUntilNoChange,int,100,averageCase,32,0.02
3,BubbleSortUntilNoChange,int,100,averageCase,33,0.03
3,BubbleSortUntilNoChange,int,100,averageCase,34,0.02
3,BubbleSortUntilNoChange,int,100,averageCase,35,0.02
3,BubbleSortUntilNoChange,int,100,averageCase,36,0.02
3,BubbleSortUntilNoChange,int,100,averageCase,37,0.02
3,BubbleSortUntilNoChange,int,100,averageCase,38,0.02
3,BubbleSortUntilNoChange,int,100,averageCase,39,0.02
3,BubbleSortUntilNoChange,int,100,averageCase,40,0.02
3,BubbleSortUntilNoChange,int,100,averageCase,41,0.01
3,BubbleSortUntilNoChange,int,100,averageCase,42,0.02
3,BubbleSortUntilNoChange,int,100,averageCase,43,0.02
