Experiment Index,Algorithm,Data Type,Size,Structure,Trial,Time(ms)
63,BubbleSortWhileNeeded,int,10000,averageCase,19,82.77
63,BubbleSortWhileNeeded,int,10000,averageCase,20,82.80
63,BubbleSortWhileNeeded,int,10000,averageCase,21,82.91
63,BubbleSortWhileNeeded,int,10000,averageCase,22,83.40
63,BubbleSortWhileNeeded,int,10000,averageCase,23,82.56
63,BubbleSortWhileNeeded,int,10000,averageCase,24,82.41
63,BubbleSortWhileNeeded,int,10000,averageCase,25,82.91
63,BubbleSortWhileNeeded,int,10000,averageCase,26,83.25
63,BubbleSortWhileNeeded,int,10000,averageCase,27,83.44
63,BubbleSortWhileNeeded,int,10000,averageCase,28,82.48
63,BubbleSortWhileNeeded,int,10000,averageCase,29,82.20
63,BubbleSortWhileNeeded,int,10000,averageCase,30,83.02
63,BubbleSortWhileNeeded,int,10000,averageCase,31,81.63
63,BubbleSortWhileNeeded,int,10000,averageCase,32,82.86
63,BubbleSortWhileNeeded,int,10000,averageCase,33,82.64
63,BubbleSortWhileNeeded,int,10000,averageCase,34,82.73
63,BubbleSortWhileNeeded,int,10000,averageCase,35,82.62
63,BubbleSortWhileNeeded,int,10000,averageCase,36,84.04
63,BubbleSortWhileNeeded,int,10000,averageCase,37,83.02
63,BubbleSortWhileNeeded,int,10000,averageCase,38,83.14
63,BubbleSortWhileNeeded,int,10000,averageCase,39,83.40
63,BubbleSortWhileNeeded,int,10000,averageCase,40,83.21
63,BubbleSortWhileNeeded,int,10000,averageCase,41,83.08
63,BubbleSortWhileNeeded,int,10000,averageCase,42,82.74
63,BubbleSortWhileNeeded,int,10000,averageCase,43,83.04
63,BubbleSortWhileNeeded,int,10000,averageCase,44,82.78
63,BubbleSortWhileNeeded,int,10000,averageCase,45,82.96
63,BubbleSortWhileNeeded,int,10000,averageCase,46,82.37
63,BubbleSortWhileNeeded,int,10000,averageCase,47,83.03
63,BubbleSortWhileNeeded,int,10000,averageCase,48,82.85
63,BubbleSortWhileNeeded,int,10000,averageCase,49,83.54
63,BubbleSortWhileNeeded,int,10000,averageCase,50,82.90
63,BubbleSortWhileNeeded,int,10000,averageCase,51,84.12
63,BubbleSortWhileNeeded,int,10000,averageCase,52,81.72
63,BubbleSortWhileNeeded,int,10000,averageCase,53,82.95
63,BubbleSortWhileNeeded,int,10000,averageCase,54,82.72
63,BubbleSortWhileNeeded,int,10000,averageCase,55,83.36
63,BubbleSortWhileNeeded,int,10000,averageCase,56,82.70
63,BubbleSortWhileNeeded,int,10000,averageCase,57,82.97
63,BubbleSortWhileNeeded,int,10000,averageCase,58,82.99
63,BubbleSortWhileNeeded,int,10000,averageCase,59,83.47
63,BubbleSortWhileNeeded,int,10000,averageCase,60,83.14
63,BubbleSortWhileNeeded,int,10000,averageCase,61,82.30
63,BubbleSortWhileNeeded,int,10000,averageCase,62,82.71
63,BubbleSortWhileNeeded,int,10000,averageCase,63,81.06
63,BubbleSortWhileNeeded,int,10000,averageCase,64,83.80
63,BubbleSortWhileNeeded,int,10000,averageCase,65,82.05
63,BubbleSortWhileNeeded,int,10000,averageCase,66,82.08
63,BubbleSortWhileNeeded,int,10000,averageCase,67,83.21
63,BubbleSortWhileNeeded,int,10000,averageCase,68,83.00
63,BubbleSortWhileNeeded,int,10000,averageCase,69,81.95
63,BubbleSortWhileNeeded,int,10000,averageCase,70,82.66
63,BubbleSortWhileNeeded,int,10000,averageCase,71,82.11
63,BubbleSortWhileNeeded,int,10000,averageCase,72,81.84
63,BubbleSortWhileNeeded,int,10000,averageCase,73,80.73
63,BubbleSortWhileNeeded,int,10000,averageCase,74,82.85
63,BubbleSortWhileNeeded,int,10000,averageCase,75,83.18
63,BubbleSortWhileNeeded,int,10000,averageCase,76,82.27
63,BubbleSortWhileNeeded,int,10000,averageCase,77,82.87
63,BubbleSortWhileNeeded,int,10000,averageCase,78,83.33
63,BubbleSortWhileNeeded,int,10000,averageCase,79,82.95
63,BubbleSortWhileNeeded,int,10000,averageCase,80,82.83
63,BubbleSortWhileNeeded,int,10000,averageCase,81,83.40
63,BubbleSortWhileNeeded,int,10000,averageCase,82,83.07
63,BubbleSortWhileNeeded,int,10000,averageCase,83,82.48
63,BubbleSortWhileNeeded,int,10000,averageCase,84,83.11
63,BubbleSortWhileNeeded,int,10000,averageCase,85,82.67
63,BubbleSortWhileNeeded,int,10000,averageCase,86,82.98
63,BubbleSortWhileNeeded,int,10000,averageCase,87,82.76
63,BubbleSortWhileNeeded,int,10000,averageCase,88,83.13
63,BubbleSortWhileNeeded,int,10000,averageCase,89,83.15
63,BubbleSortWhileNeeded,int,10000,averageCase,90,82.60
63,BubbleSortWhileNeeded,int,10000,averageCase,91,82.50
63,BubbleSortWhileNeeded,int,10000,averageCase,92,82.63
63,BubbleSortWhileNeeded,int,10000,averageCase,93,82.43
63,BubbleSortWhileNeeded,int,10000,averageCase,94,82.75
63,BubbleSortWhileNeeded,int,10000,averageCase,95,83.00
63,BubbleSortWhileNeeded,int,10000,averageCase,96,82.48
63,BubbleSortWhileNeeded,int,10000,averageCase,97,83.00
63,BubbleSortWhileNeeded,int,10000,averageCase,98,82.99
63,BubbleSortWhileNeeded,int,10000,averageCase,99,82.97
63,BubbleSortWhileNeeded,int,10000,averageCase,100,84.46
64,BubbleSortWhileNeeded,long,100,bestCase,1,0.01
64,BubbleSortWhileNeeded,long,100,bestCase,2,0.00
64,BubbleSortWhileNeeded,long,100,bestCase,3,0.00
64,BubbleSortWhileNeeded,long,100,bestCase,4,0.00
64,BubbleSortWhileNeeded,long,100,bestCase,5,0.00
64,BubbleSortWhileNeeded,long,100,bestCase,6,0.00
64,BubbleSortWhileNeeded,long,100,bestCase,7,0.00
64,BubbleSortWhileNeeded,long,100,bestCase,8,0.00
64,BubbleSortWhileNeeded,long,100,bestCase,9,0.00
64,BubbleSortWhileNeeded,long,100,bestCase,10,0.00
64,BubbleSortWhileNeeded,long,100,bestCase,11,0.00
64,BubbleSortWhileNeeded,long,100,bestCase,12,0.00
64,BubbleSortWhileNeeded,long,100,bestCase,13,0.00
64,BubbleSortWhileNeeded,long,100,bestCase,14,0.00
64,BubbleSortWhileNeeded,long,100,bestCase,15,0.00
64,BubbleSortWhileNeeded,long,100,bestCase,16,0.00
64,BubbleSortWhileNeeded,long,100,bestCase,17,0.00
64,BubbleSortWhileNeeded,long,100,bestCase,18,0.00
64,BubbleSortWhileNeeded,long,100,bestCase,19,0.00
64,BubbleSortWhileNeeded,long,100,bestCase,20,0.00
64,BubbleSortWhileNeeded,long,100,bestCase,21,0.00
64,BubbleSortWhileNeeded,long,100,bestCase,22,0.00
64,BubbleSortWhileNeeded,long,100,bestCase,23,0.00
64,BubbleSortWhileNeeded,long,100,bestCase,24,0.00
64,BubbleSortWhileNeeded,long,100,bestCase,25,0.00
64,BubbleSortWhileNeeded,long,100,bestCase,26,0.00
64,BubbleSortWhileNeeded,long,100,bestCase,27,0.00
64,BubbleSortWhileNeeded,long,100,bestCase,28,0.00
64,BubbleSortWhileNeeded,long,100,bestCase,29,0.00
64,BubbleSortWhileNeeded,long,100,bestCase,30,0.00
64,BubbleSortWhileNeeded,long,100,bestCase,31,0.00
64,BubbleSortWhileNeeded,long,100,bestCase,32,0.00
64,BubbleSortWhileNeeded,long,100,bestCase,33,0.00
64,BubbleSortWhileNeeded,long,100,bestCase,34,0.00
64,BubbleSortWhileNeeded,long,100,bestCase,35,0.00
64,BubbleSortWhileNeeded,long,100,bestCase,36,0.00
64,BubbleSortWhileNeeded,long,100,bestCase,37,0.00
64,BubbleSortWhileNeeded,long,100,bestCase,38,0.00
64,BubbleSortWhileNeeded,long,100,bestCase,39,0.00
64,BubbleSortWhileNeeded,long,100,bestCase,40,0.00
64,BubbleSortWhileNeeded,long,100,bestCase,41,0.00
64,BubbleSortWhileNeeded,long,100,bestCase,42,0.00
64,BubbleSortWhileNeeded,long,100,bestCase,43,0.00
64,BubbleSortWhileNeeded,long,100,bestCase,44,0.00
64,BubbleSortWhileNeeded,long,100,bestCase,45,0.00
64,BubbleSortWhileNeeded,long,100,bestCase,46,0.00
64,BubbleSortWhileNeeded,long,100,bestCase,47,0.00
64,BubbleSortWhileNeeded,long,100,bestCase,48,0.00
64,BubbleSortWhileNeeded,long,100,bestCase,49,0.00
64,BubbleSortWhileNeeded,long,100,bestCase,50,0.00
64,BubbleSortWhileNeeded,long,100,bestCase,51,0.00
64,BubbleSortWhileNeeded,long,100,bestCase,52,0.00
64,BubbleSortWhileNeeded,long,100,bestCase,53,0.00
64,BubbleSortWhileNeeded,long,100,bestCase,54,0.00
64,BubbleSortWhileNeeded,long,100,bestCase,55,0.00
